subject,f1_scores,auc_scores,class_accuracies,class_counts,feature_importances,f1,auc
12,"[0.32176196589033557, 0.331496957521913, 0.2895188208957857, 0.24239266332289588, 0.3326562478409264]","[np.float64(0.744901666593119), np.float64(0.7595463612372501), np.float64(0.7241324290826647), np.float64(0.6668850995392887), np.float64(0.781838668024845)]","{np.str_('S1'): np.float64(0.10256410256410256), np.str_('S2'): np.float64(0.2222222222222222), np.str_('S3'): np.float64(0.5294117647058824), np.str_('S4'): np.float64(0.8461538461538461), np.str_('S5'): np.float64(0.14925373134328357), np.str_('S6'): np.float64(0.2375), np.str_('S7'): np.float64(0.3333333333333333)}","{np.str_('S1'): np.int64(78), np.str_('S2'): np.int64(81), np.str_('S3'): np.int64(34), np.str_('S4'): np.int64(78), np.str_('S5'): np.int64(67), np.str_('S6'): np.int64(80), np.str_('S7'): np.int64(78)}","{'sound localization': np.float64(3.3757908511191514), 'language processing': np.float64(1.2215027337876703), 'motor planning': np.float64(0.9851241080746537), 'auditory processing': np.float64(0.9182391035575928), 'object recognition': np.float64(0.5441062684032258), 'visual spatial processing': np.float64(0.5201265727335338), 'speech perception': np.float64(0.5164014527537623), 'executive function': np.float64(0.4974815040041346), 'spatial processing': np.float64(0.47042643073141205), 'attention': np.float64(0.43440029404050895), 'decision making': np.float64(0.3816519167115321), 'primary auditory processing': np.float64(0.3495052188502929), 'auditory association': np.float64(0.3314567777520284), 'sensorimotor integration': np.float64(0.28396073229808294), 'high-level visual processing': np.float64(0.273898537340908), 'visual integration': np.float64(0.2731380508444311), 'speech and language integration': np.float64(0.2685788928882151), 'auditory-motor integration': np.float64(0.2505166366796249), 'tactile processing': np.float64(0.1972303633156388), 'visual attention': np.float64(0.19702325401960935), 'language': np.float64(0.1946983976578387), 'motor cortex - movement of right limbs': np.float64(0.1686771099441999), 'primary visual cortex (right visual field)': np.float64(0.1579683396598679), 'motor cortex - movement of left limbs': np.float64(0.14384185448504272), 'primary visual cortex (left visual field)': np.float64(0.13852337929020295), 'conflict monitoring': np.float64(0.09045412818104352), 'spatial awareness': np.float64(0.08586228397811915), 'working memory': np.float64(0.06497943383142614), 'emotional control': np.float64(0.04591345442367428), 'visual attention and processing': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'spatial attention': np.float64(0.0), 'visual association area': np.float64(0.0), 'sensorimotor function': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'motor preparation': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'motor control': np.float64(0.0), 'emotion': np.float64(0.0), 'executive control': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.30356533109437134,0.7354608448954334
13,"[0.5051587301587303, 0.49637188208616784, 0.21153846153846154, 0.475, 0.4107843137254902]","[np.float64(0.7223370927318296), np.float64(0.781204850361197), np.float64(0.6841008771929824), np.float64(0.6555122180451127), np.float64(0.6545582706766917)]","{np.str_('S1'): np.float64(0.39285714285714285), np.str_('S2'): np.float64(0.8181818181818182), np.str_('S3'): np.float64(0.1), np.str_('S4'): np.float64(0.5), np.str_('S5'): np.float64(0.75), np.str_('S6'): np.float64(0.42857142857142855), np.str_('S7'): np.float64(0.3333333333333333)}","{np.str_('S1'): np.int64(28), np.str_('S2'): np.int64(11), np.str_('S3'): np.int64(20), np.str_('S4'): np.int64(6), np.str_('S5'): np.int64(24), np.str_('S6'): np.int64(7), np.str_('S7'): np.int64(6)}","{'sound localization': np.float64(1.0687369363895967), 'primary auditory processing': np.float64(1.0540349558988533), 'working memory': np.float64(0.6886933072544164), 'conflict monitoring': np.float64(0.6575130988297699), 'emotional control': np.float64(0.5789939105260429), 'language': np.float64(0.5619688614738129), 'auditory processing': np.float64(0.4053626876726166), 'language processing': np.float64(0.3991134129155102), 'decision making': np.float64(0.3979594668598413), 'speech and language integration': np.float64(0.35577888727717355), 'attention': np.float64(0.28698840136883835), 'executive function': np.float64(0.285464858655116), 'motor planning': np.float64(0.28226811377762523), 'auditory association': np.float64(0.26296887935876445), 'speech perception': np.float64(0.2479007329823844), 'auditory-motor integration': np.float64(0.2115656693371175), 'high-level visual processing': np.float64(0.18492032265204017), 'tactile processing': np.float64(0.16266269989136603), 'sensorimotor integration': np.float64(0.15077664672752333), 'object recognition': np.float64(0.13060175369092294), 'motor cortex - movement of left limbs': np.float64(0.10511982972505139), 'spatial processing': np.float64(0.0923596887516525), 'visual attention': np.float64(0.08694804273315784), 'primary visual cortex (left visual field)': np.float64(0.07563274986468987), 'motor cortex - movement of right limbs': np.float64(0.05641024578212376), 'visual integration': np.float64(0.03496791255822145), 'primary visual cortex (right visual field)': np.float64(0.012980815527948074), 'spatial awareness': np.float64(0.0), 'spatial attention': np.float64(0.0), 'visual attention and processing': np.float64(0.0), 'visual spatial processing': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'visual association area': np.float64(0.0), 'sensorimotor function': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'motor preparation': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'motor control': np.float64(0.0), 'emotion': np.float64(0.0), 'executive control': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.4197706775017699,0.6995426618015627
14,"[0.6373456790123457, 0.5869281045751635, 0.48888888888888893, 0.5213196389666979, 0.45601851851851855]","[np.float64(0.9279003267973857), np.float64(0.836922268907563), np.float64(0.8348214285714285), np.float64(0.8880174291938998), np.float64(0.9169759570494863)]","{np.str_('S1'): np.float64(0.6111111111111112), np.str_('S2'): np.float64(0.5714285714285714), np.str_('S3'): np.float64(0.0), np.str_('S6'): np.float64(0.6363636363636364), np.str_('S7'): np.float64(0.0)}","{np.str_('S1'): np.int64(54), np.str_('S2'): np.int64(7), np.str_('S3'): np.int64(6), np.str_('S6'): np.int64(11), np.str_('S7'): np.int64(12)}","{'language': np.float64(0.9430417143336051), 'primary auditory processing': np.float64(0.8167005094276194), 'auditory association': np.float64(0.7335182701914399), 'sound localization': np.float64(0.7212179214405275), 'motor planning': np.float64(0.6354620445303433), 'executive function': np.float64(0.6252337809415607), 'attention': np.float64(0.597587360906795), 'primary visual cortex (left visual field)': np.float64(0.5938006754733662), 'spatial processing': np.float64(0.5878809514424264), 'speech and language integration': np.float64(0.5566258969141809), 'motor cortex - movement of right limbs': np.float64(0.5463162587242365), 'auditory processing': np.float64(0.49388229919034066), 'object recognition': np.float64(0.45470341503876116), 'spatial awareness': np.float64(0.3969004927501133), 'visual spatial processing': np.float64(0.38385236204784284), 'high-level visual processing': np.float64(0.3503670094094842), 'primary visual cortex (right visual field)': np.float64(0.3222821695824), 'visual integration': np.float64(0.3165887863024999), 'visual attention': np.float64(0.28135124614208457), 'language processing': np.float64(0.26465277166613255), 'speech perception': np.float64(0.243158620769794), 'auditory-motor integration': np.float64(0.21598332543850537), 'conflict monitoring': np.float64(0.1904894444165701), 'sensorimotor integration': np.float64(0.18962854340525148), 'tactile processing': np.float64(0.09917115227376669), 'working memory': np.float64(0.09358554832341123), 'motor cortex - movement of left limbs': np.float64(0.08854904500320442), 'emotional control': np.float64(0.07327319005337843), 'decision making': np.float64(0.050782887680332456), 'visual attention and processing': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'spatial attention': np.float64(0.0), 'visual association area': np.float64(0.0), 'sensorimotor function': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'motor preparation': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'motor control': np.float64(0.0), 'emotion': np.float64(0.0), 'executive control': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.5381001659923229,0.8809274821039527
16,"[0.19247589145548327, 0.3815355089404183, 0.33767660910518055, 0.30265244959122506, 0.24680536477411477]","[np.float64(0.6191950506080711), np.float64(0.7158955086076518), np.float64(0.7174032237015118), np.float64(0.7076923548878619), np.float64(0.6700564583584202)]","{np.str_('S1'): np.float64(0.0), np.str_('S2'): np.float64(0.5813953488372093), np.str_('S3'): np.float64(0.6428571428571429), np.str_('S4'): np.float64(0.6), np.str_('S5'): np.float64(0.1951219512195122), np.str_('S6'): np.float64(0.08333333333333333), np.str_('S7'): np.float64(0.38461538461538464)}","{np.str_('S1'): np.int64(38), np.str_('S2'): np.int64(43), np.str_('S3'): np.int64(28), np.str_('S4'): np.int64(45), np.str_('S5'): np.int64(41), np.str_('S6'): np.int64(36), np.str_('S7'): np.int64(13)}","{'primary auditory processing': np.float64(1.334553830277092), 'motor planning': np.float64(1.0941071075935458), 'auditory processing': np.float64(1.0272168669685584), 'speech perception': np.float64(0.7414766715372492), 'sound localization': np.float64(0.7292226527988592), 'decision making': np.float64(0.7195495293788458), 'working memory': np.float64(0.649656055310416), 'conflict monitoring': np.float64(0.6018453785591459), 'attention': np.float64(0.585550904903123), 'emotional control': np.float64(0.5705171442593583), 'executive function': np.float64(0.44822547003857804), 'sensorimotor integration': np.float64(0.4228467705386611), 'motor cortex - movement of right limbs': np.float64(0.387155784677037), 'language': np.float64(0.33732141165939616), 'auditory-motor integration': np.float64(0.3352512403382844), 'speech and language integration': np.float64(0.32121243713016745), 'high-level visual processing': np.float64(0.31714821733729237), 'object recognition': np.float64(0.2699624312684591), 'language processing': np.float64(0.2427885227096653), 'spatial processing': np.float64(0.23540482292952727), 'visual integration': np.float64(0.20143537573386933), 'visual attention': np.float64(0.18350040339982496), 'tactile processing': np.float64(0.1830788678627705), 'motor cortex - movement of left limbs': np.float64(0.1417106174327235), 'auditory association': np.float64(0.11225673847243282), 'spatial awareness': np.float64(0.10306517547927382), 'primary visual cortex (right visual field)': np.float64(0.056358292871205716), 'spatial attention': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'visual attention and processing': np.float64(0.0), 'visual spatial processing': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'visual association area': np.float64(0.0), 'sensorimotor function': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'motor preparation': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'primary visual cortex (left visual field)': np.float64(0.0), 'motor control': np.float64(0.0), 'emotion': np.float64(0.0), 'executive control': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.2922291647732844,0.6860485192327034
17,"[0.5888888888888889, 0.6022408963585434, 0.40392156862745093, 0.6823529411764706, 0.5588235294117647]","[np.float64(0.6770833333333334), np.float64(0.7213235294117648), np.float64(0.803921568627451), np.float64(0.8468137254901961), np.float64(0.5341386554621849)]","{np.str_('S1'): np.float64(1.0), np.str_('S2'): np.float64(0.0), np.str_('S4'): np.float64(0.6792452830188679), np.str_('S5'): np.float64(0.5555555555555556), np.str_('S7'): np.float64(0.09090909090909091)}","{np.str_('S1'): np.int64(7), np.str_('S2'): np.int64(6), np.str_('S4'): np.int64(53), np.str_('S5'): np.int64(9), np.str_('S7'): np.int64(11)}","{'conflict monitoring': np.float64(0.9014398373670011), 'sound localization': np.float64(0.8318166568496531), 'auditory association': np.float64(0.8289613420260281), 'spatial processing': np.float64(0.6968477677662042), 'sensorimotor integration': np.float64(0.5853066643323059), 'speech and language integration': np.float64(0.5634498421741091), 'auditory processing': np.float64(0.5238383506280117), 'language processing': np.float64(0.49967058482869875), 'visual attention': np.float64(0.4824330699919875), 'spatial awareness': np.float64(0.3209711721812495), 'emotional control': np.float64(0.2985055997984805), 'working memory': np.float64(0.2984336292385385), 'speech perception': np.float64(0.25382708778630325), 'language': np.float64(0.25368997887229544), 'motor cortex - movement of right limbs': np.float64(0.2078502700206256), 'motor planning': np.float64(0.1986913477070909), 'auditory-motor integration': np.float64(0.17414962388154248), 'executive function': np.float64(0.1701768682686213), 'attention': np.float64(0.1701768682686213), 'decision making': np.float64(0.14568353043644408), 'primary visual cortex (right visual field)': np.float64(0.1358321936389725), 'sensorimotor function': np.float64(0.0), 'visual integration': np.float64(0.0), 'visual association area': np.float64(0.0), 'tactile processing': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'spatial attention': np.float64(0.0), 'visual spatial processing': np.float64(0.0), 'visual attention and processing': np.float64(0.0), 'object recognition': np.float64(0.0), 'primary auditory processing': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'motor control': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'motor cortex - movement of left limbs': np.float64(0.0), 'motor preparation': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'primary visual cortex (left visual field)': np.float64(0.0), 'emotion': np.float64(0.0), 'high-level visual processing': np.float64(0.0), 'executive control': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.5672455648926237,0.716656162464986
18,"[0.2764287324125052, 0.22542497856303623, 0.21053273974166467, 0.24738396067821986, 0.22331359572738882]","[np.float64(0.7208159884021953), np.float64(0.7117841979910946), np.float64(0.7286631459045252), np.float64(0.7062131096613856), np.float64(0.7370570570570572)]","{np.str_('S1'): np.float64(0.16393442622950818), np.str_('S2'): np.float64(0.36507936507936506), np.str_('S3'): np.float64(0.703125), np.str_('S4'): np.float64(0.4262295081967213), np.str_('S5'): np.float64(0.0), np.str_('S6'): np.float64(0.23809523809523808), np.str_('S7'): np.float64(0.21311475409836064)}","{np.str_('S1'): np.int64(61), np.str_('S2'): np.int64(63), np.str_('S3'): np.int64(64), np.str_('S4'): np.int64(61), np.str_('S5'): np.int64(62), np.str_('S6'): np.int64(63), np.str_('S7'): np.int64(61)}","{'speech perception': np.float64(2.3898420813979535), 'auditory processing': np.float64(1.9725521696232464), 'primary visual cortex (right visual field)': np.float64(1.4031650261697), 'executive function': np.float64(1.36357767870354), 'attention': np.float64(1.3510663192510104), 'language processing': np.float64(0.49602508650898214), 'motor planning': np.float64(0.36163764406665067), 'object recognition': np.float64(0.3226599775237043), 'spatial processing': np.float64(0.28113004346741716), 'sensorimotor integration': np.float64(0.26872366717656937), 'language': np.float64(0.2497031144917633), 'sound localization': np.float64(0.2423327169380428), 'speech and language integration': np.float64(0.2197799766851403), 'visual attention': np.float64(0.21599799058454217), 'decision making': np.float64(0.2069781006921883), 'high-level visual processing': np.float64(0.18223789937855137), 'primary auditory processing': np.float64(0.16025901831605718), 'visual spatial processing': np.float64(0.14603504216462257), 'motor cortex - movement of right limbs': np.float64(0.13481561927478017), 'auditory-motor integration': np.float64(0.1207990498141154), 'visual integration': np.float64(0.11487942453483761), 'conflict monitoring': np.float64(0.10806799263172301), 'tactile processing': np.float64(0.09796308850566768), 'spatial awareness': np.float64(0.08650119687667068), 'auditory association': np.float64(0.08460707400306329), 'working memory': np.float64(0.0705971982230071), 'motor cortex - movement of left limbs': np.float64(0.06896021596824965), 'primary visual cortex (left visual field)': np.float64(0.06019037478197576), 'emotional control': np.float64(0.04756657986886635), 'visual attention and processing': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'spatial attention': np.float64(0.0), 'visual association area': np.float64(0.0), 'sensorimotor function': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'motor preparation': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'motor control': np.float64(0.0), 'emotion': np.float64(0.0), 'executive control': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.23661680142456296,0.7209066998032515
19,"[0.6720942215679058, 0.665, 0.8352380952380953, 0.7866666666666666, 0.5533157894736843]","[np.float64(0.9120971867007672), np.float64(0.9316265984654731), np.float64(0.9513401534526855), np.float64(0.9180542264752792), np.float64(0.8901329080276449)]","{np.str_('S1'): np.float64(0.25), np.str_('S3'): np.float64(0.8541666666666666), np.str_('S5'): np.float64(0.47368421052631576), np.str_('S6'): np.float64(0.9259259259259259)}","{np.str_('S1'): np.int64(12), np.str_('S3'): np.int64(48), np.str_('S5'): np.int64(38), np.str_('S6'): np.int64(27)}","{'object recognition': np.float64(1.0180600283792451), 'visual spatial processing': np.float64(0.7076098783567241), 'auditory processing': np.float64(0.687662256003132), 'spatial processing': np.float64(0.6766666535217424), 'speech perception': np.float64(0.5130835341597955), 'visual attention': np.float64(0.4816814967464775), 'auditory association': np.float64(0.4724406480575329), 'high-level visual processing': np.float64(0.4685235185296002), 'visual integration': np.float64(0.4543925862934193), 'primary auditory processing': np.float64(0.450095726114895), 'motor planning': np.float64(0.44535611417602516), 'speech and language integration': np.float64(0.4196860915401783), 'language processing': np.float64(0.35833325589127796), 'executive function': np.float64(0.28298466554872664), 'attention': np.float64(0.2621498998405976), 'motor cortex - movement of left limbs': np.float64(0.23950915419898436), 'primary visual cortex (left visual field)': np.float64(0.22492001792389052), 'sensorimotor integration': np.float64(0.22465944733064658), 'primary visual cortex (right visual field)': np.float64(0.2025375623066766), 'language': np.float64(0.16347201537446854), 'motor cortex - movement of right limbs': np.float64(0.13353096155851946), 'auditory-motor integration': np.float64(0.11909075316741197), 'conflict monitoring': np.float64(0.11397267894061415), 'spatial awareness': np.float64(0.11392080609118782), 'tactile processing': np.float64(0.08544060456839087), 'decision making': np.float64(0.04945703381220973), 'working memory': np.float64(0.004807513194525787), 'sound localization': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'visual attention and processing': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'visual association area': np.float64(0.0), 'spatial attention': np.float64(0.0), 'sensorimotor function': np.float64(0.0), 'motor control': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'motor preparation': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'emotional control': np.float64(0.0), 'executive control': np.float64(0.0), 'emotion': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.7024629545892703,0.9206502146243698
20,"[0.3373531230674088, 0.40890515380311304, 0.3162193448808095, 0.30954356101414926, 0.4078282828282828]","[np.float64(0.816147625921427), np.float64(0.8351092564081787), np.float64(0.7528578843804163), np.float64(0.8093261658668635), np.float64(0.7655766063830839)]","{np.str_('S1'): np.float64(0.9285714285714286), np.str_('S2'): np.float64(0.13636363636363635), np.str_('S3'): np.float64(0.20512820512820512), np.str_('S4'): np.float64(0.3088235294117647), np.str_('S5'): np.float64(0.2413793103448276), np.str_('S6'): np.float64(0.8837209302325582), np.str_('S7'): np.float64(0.07142857142857142)}","{np.str_('S1'): np.int64(14), np.str_('S2'): np.int64(22), np.str_('S3'): np.int64(39), np.str_('S4'): np.int64(68), np.str_('S5'): np.int64(29), np.str_('S6'): np.int64(43), np.str_('S7'): np.int64(28)}","{'language processing': np.float64(1.2194863719238593), 'spatial processing': np.float64(1.211208127668127), 'sound localization': np.float64(1.1811882112676788), 'motor planning': np.float64(1.0747256167462835), 'auditory processing': np.float64(1.0222382580780789), 'object recognition': np.float64(0.7803524793683949), 'speech and language integration': np.float64(0.7380107619330657), 'sensorimotor integration': np.float64(0.7300308812572157), 'high-level visual processing': np.float64(0.7279377610426665), 'decision making': np.float64(0.583848245321403), 'primary visual cortex (left visual field)': np.float64(0.5812323522656347), 'speech perception': np.float64(0.5507138465509926), 'executive function': np.float64(0.49134034258444903), 'motor cortex - movement of left limbs': np.float64(0.4761896803065388), 'working memory': np.float64(0.46078278134705886), 'visual integration': np.float64(0.43828827586801966), 'visual attention': np.float64(0.4193796520111118), 'conflict monitoring': np.float64(0.403008531523058), 'primary auditory processing': np.float64(0.39930117894780537), 'attention': np.float64(0.3882234075482135), 'primary visual cortex (right visual field)': np.float64(0.37344884831568975), 'visual spatial processing': np.float64(0.37213772065572864), 'auditory-motor integration': np.float64(0.3716589133942323), 'language': np.float64(0.3529583267044017), 'emotional control': np.float64(0.33507738875441007), 'tactile processing': np.float64(0.2897691285451455), 'spatial awareness': np.float64(0.26889066632247993), 'motor cortex - movement of right limbs': np.float64(0.2583377509810023), 'auditory association': np.float64(0.1724245937040505), 'visual attention and processing': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'spatial attention': np.float64(0.0), 'visual association area': np.float64(0.0), 'sensorimotor function': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'motor preparation': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'motor control': np.float64(0.0), 'emotion': np.float64(0.0), 'executive control': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.35596989311875266,0.7958035077919938
21,"[0.15209452201933404, 0.10458333333333332, 0.11159620098039215, 0.1480392156862745, 0.1581196581196581]","[np.float64(0.5846279550226919), np.float64(0.5514880476981542), np.float64(0.5888605025833287), np.float64(0.5712075265064395), np.float64(0.6066447721332939)]","{np.str_('S1'): np.float64(0.24561403508771928), np.str_('S2'): np.float64(0.3333333333333333), np.str_('S3'): np.float64(0.0), np.str_('S4'): np.float64(0.15625), np.str_('S5'): np.float64(0.0), np.str_('S6'): np.float64(0.6875)}","{np.str_('S1'): np.int64(57), np.str_('S2'): np.int64(54), np.str_('S3'): np.int64(7), np.str_('S4'): np.int64(64), np.str_('S5'): np.int64(43), np.str_('S6'): np.int64(16)}","{'sound localization': np.float64(1.4897104662513478), 'speech and language integration': np.float64(0.9860214190963101), 'language': np.float64(0.9534320714305612), 'visual spatial processing': np.float64(0.9372379643170692), 'spatial processing': np.float64(0.8195575147307077), 'visual attention': np.float64(0.6512622030899712), 'motor planning': np.float64(0.5616970096693408), 'conflict monitoring': np.float64(0.5136906597835084), 'attention': np.float64(0.4660640271050828), 'executive function': np.float64(0.40984374824585346), 'auditory processing': np.float64(0.3699624317797802), 'speech perception': np.float64(0.2580609692960896), 'decision making': np.float64(0.2546730779459459), 'sensorimotor integration': np.float64(0.23457744508791228), 'primary auditory processing': np.float64(0.22754947414937646), 'auditory association': np.float64(0.1956996455191213), 'high-level visual processing': np.float64(0.1850521693050883), 'tactile processing': np.float64(0.1733462873566808), 'motor cortex - movement of left limbs': np.float64(0.14718144762534502), 'language processing': np.float64(0.13589423413689813), 'auditory-motor integration': np.float64(0.13081345876772688), 'spatial awareness': np.float64(0.1303749962638379), 'working memory': np.float64(0.11270419972096862), 'object recognition': np.float64(0.09264470265925945), 'motor cortex - movement of right limbs': np.float64(0.07851112568830135), 'visual integration': np.float64(0.06793944861679027), 'emotional control': np.float64(0.054191082248935096), 'sensorimotor function': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'visual attention and processing': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'spatial attention': np.float64(0.0), 'visual association area': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'motor control': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'motor preparation': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'primary visual cortex (left visual field)': np.float64(0.0), 'primary visual cortex (right visual field)': np.float64(0.0), 'emotion': np.float64(0.0), 'executive control': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.1348865860277984,0.5805657607887816
22,"[0.5079710144927536, 0.46115942028985507, 0.538888888888889, 0.6073593073593073, 0.5030758714969241]","[np.float64(0.7785416666666667), np.float64(0.6454166666666666), np.float64(0.7830813553491572), np.float64(0.7946658926728587), np.float64(0.6550739594083247)]","{np.str_('S1'): np.float64(0.5), np.str_('S2'): np.float64(0.25), np.str_('S3'): np.float64(0.1111111111111111), np.str_('S6'): np.float64(0.86), np.str_('S7'): np.float64(0.0)}","{np.str_('S1'): np.int64(20), np.str_('S2'): np.int64(8), np.str_('S3'): np.int64(9), np.str_('S6'): np.int64(50), np.str_('S7'): np.int64(12)}","{'auditory association': np.float64(1.4029838410064894), 'spatial processing': np.float64(0.9417448420115526), 'motor planning': np.float64(0.899088971540858), 'sound localization': np.float64(0.8431924875440643), 'speech and language integration': np.float64(0.7938448023503327), 'primary auditory processing': np.float64(0.4782022709138218), 'language processing': np.float64(0.4037394304343563), 'decision making': np.float64(0.39298931385959596), 'auditory processing': np.float64(0.3909184709954914), 'speech perception': np.float64(0.3899374402773295), 'language': np.float64(0.24444749545769162), 'auditory-motor integration': np.float64(0.19397500155311215), 'motor cortex - movement of left limbs': np.float64(0.1593469368082297), 'working memory': np.float64(0.1452372897489714), 'attention': np.float64(0.017696665269808655), 'executive function': np.float64(0.017696665269808655), 'spatial awareness': np.float64(0.0072514030275918325), 'sensorimotor function': np.float64(0.0), 'sensorimotor integration': np.float64(0.0), 'somatosensory integration': np.float64(0.0), 'spatial attention': np.float64(0.0), 'visual attention and processing': np.float64(0.0), 'visual attention': np.float64(0.0), 'visual association area': np.float64(0.0), 'tactile processing': np.float64(0.0), 'visual spatial processing': np.float64(0.0), 'visual integration': np.float64(0.0), 'visuospatial attention': np.float64(0.0), 'motor cortex - movement of right side': np.float64(0.0), 'object recognition': np.float64(0.0), 'multisensory integration': np.float64(0.0), 'primary visual cortex (left visual field)': np.float64(0.0), 'primary visual cortex (right visual field)': np.float64(0.0), 'language and auditory attention': np.float64(0.0), 'motor control': np.float64(0.0), 'motor cortex - fine motor control (left)': np.float64(0.0), 'motor cortex - fine motor control (right)': np.float64(0.0), 'motor cortex - movement of right limbs': np.float64(0.0), 'motor cortex - movement of left side': np.float64(0.0), 'motor preparation': np.float64(0.0), 'high-level visual processing': np.float64(0.0), 'conflict monitoring': np.float64(0.0), 'emotion': np.float64(0.0), 'emotional control': np.float64(0.0), 'executive control': np.float64(0.0), 'awareness': np.float64(0.0), 'central visual processing': np.float64(0.0), 'cognitive control': np.float64(0.0), 'auditory response': np.float64(0.0)}",0.5236909005055459,0.7313559081527348
